ASV,q2.id,Row.names,Domain,Phylum,Class,Order,Family,Genus,Species,ASV,syn.tree id,R2.N05B.y,R2.N05S.y,R2.N10B.y,R2.N10S.y,R2.N15B.y,R2.N15S.y,R2.N20B.y,R2.N20S.y,R2.S05B.y,R2.S05S.y,R2.S10B.y,R2.S10S.y,R2.S15B.y,R2.S15S.y,R2.S20B.y,R2.S20S.y,R3.N05S.y,R3.N10S.y,R3.N15S.y,R3.N20S.y,R3.S05S.y,R3.S10S.y,R3.S15S.y,R3.S20S.y,R4.N05B.y,R4.N05S.y,R4.N10B.y,R4.N10S.y,R4.N15B.y,R4.N15S.y,R4.N20B.y,R4.N20S.y,R4.S05B.y,R4.S05S.y,R4.S10B.y,R4.S10S.y,R4.S15B.y,R4.S15S.y,R4.S20B.y,R4.S20S.y,FL010322.y,FL011722.y,FL020121.y,FL021521.y,FL031521.y,FL032921.y,FL041221.y,FL042621.y,FL051021.y,FL052421.y,FL060721.y,FL062121.y,FL070821.y,FL071921.y,FL080221.y,FL081721.y,FL091321.y,FL092721.y,FL101121.y,FL102521.y,FL110821.y,FL112221.y,FL120621.y,FL122021.y,HPD0.POST.y,HPD0.PRE.y,HPD1.y,HPD14.y,HPD3.y,HPD7.y,asv.id
ASV2002,f525e8dd4fc706e4f3698944adb36137,ASV2002,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV2002,mSyn9,0.004291373,0,0.009858332,0.009899844,0.009223674,0.005211769,0.010446686,0.011556712,0.003225334,0.003088008,0.005773975,0.004411869,0.012179756,0.010912776,0.011830255,0.012446411,0.006990918,0.005283809,0.003179276,0.00479017,0.018330804,0.010470007,0.001364024,0.003847821,0,0,0.005950395,0.00583793,0.003996756,0.005223389,0.004800295,0.004005608,0,0,0.004557373,0.004588021,0.003460414,0.004255561,0.004931021,0.006322009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV2002
ASV2028,f6bb06fa73560a90b6c8c6efafb7460c,ASV2028,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV2028,bSyn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001493786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002021223,0.003676471,0.004158416,0.004849465,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV2028
ASV2091,fe6f983c158c87366d98f801ab2b8085,ASV2091,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__bacterium_enrichment,ASV2091,fSyn24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709849,0,0,0.001605873,0.004206731,0.001430615,0.003031834,0.001336898,0.001980198,0.001414427,0,0,0,0,0,0,0,0.001043115,0,0,0.001356648,0.00167336,0.001476482,ASV2091
ASV264,1f3640259a3eef0089b6b4f2e43d9ce9,ASV264,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV264,fSyn23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001849949,0.006313574,0.001677501,0,0.00154321,0.003185559,0,0,0,0.003117346,0.005047029,0.002604167,0.001716738,0,0,0,0,0,0,0,0,0,0.001448809,0.002803925,0.001912378,0.001252012,0,0.001507386,0.001171352,0.002952964,ASV264
ASV304,2470e08d8525b1c6542f1c6d87ca9128,ASV304,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV304,fSyn22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001233299,0,0,0,0.002893519,0.002123706,0,0.006921029,0,0.003340013,0.007111723,0.016626603,0.00758226,0.008337544,0.012199198,0.007524752,0.012729844,0,0.002989193,0,0,0,0,0,0.001738526,0.001430871,0.00145584,0.019897498,0.005187416,0.01307741,ASV304
ASV308,24ce789697760621b9a43b5e9c9ba192,ASV308,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_marine,ASV308,fSyn21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001027749,0,0,0,0,0,0,0.003016859,0,0.00178134,0.001147052,0.001402244,0,0,0,0,0,0,0,0,0,0,0.001931745,0.002002804,0,0,0,0.005577329,0.00167336,0.000421852,ASV308
ASV325,28233c8c2b4c3a15b8d7f344ff4ef3ba,ASV325,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV325,fSyn20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007605344,0.002806033,0.004193751,0.008101444,0.007137346,0.006636581,0.011304989,0.0108252,0,0.004008016,0.006652902,0.013020833,0.004434907,0.001515917,0.010026738,0.003168317,0.00788038,0,0,0,0,0,0.000804894,0.003805327,0.003129346,0.001788589,0.003073439,0.03059994,0.00753012,0.014975744,ASV325
ASV367,2d79189a199275064f1a6838ac229713,ASV367,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV367,fSyn19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230701,0,0,0.011470521,0.007011218,0.017453505,0.013643254,0.02907754,0.011683168,0.008688624,0,0,0,0,0,0,0,0,0,0.00145584,0.00331625,0.001171352,0.001476482,ASV367
ASV410,31cc7f25cc55272732097d6b8a168e3b,ASV410,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_cyanobacterium,ASV410,bSyn1,0.007922535,0.008208595,0,0.000521044,0,0,0,0,0.00168597,0.001972894,0.000892342,0.000925069,0,0,0,0,0.0041826,0.002458802,0,0,0.005159332,0.002880395,0.000625178,0,0.001915269,0.001874485,0.000834168,0.001231857,0,0,0.000246169,0,0,0.002713435,0.002060182,0,0.001014259,0.001248298,0,0.001949778,0,0,0,0,0,0,0,0.003016859,0,0.001336005,0.003899977,0.008814103,0.001001431,0,0.004679144,0.00039604,0.008890685,0,0,0,0,0,0,0,0,0,0.003396959,0.006632499,0.001506024,0.003796667,ASV410
ASV437,34fe8b519b415397271d5eaa7c9218d2,ASV437,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,g__Synechococcus_CC9902 Genus,ASV437,mSyn7,0,0,0.001387469,0,0.001187897,0.001715266,0.00259366,0.002831777,0,0,0,0.000925069,0.001595968,0.002104607,0.001831781,0.002420136,0.000478011,0,0,0.000468604,0.000971168,0,0,0.000867115,0,0,0.001223446,0.000589149,0,0,0,0,0,0,0,0.001194142,0,0.000851112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV437
ASV450,35f6bc4d1f4ae15b7fa2930428acd84b,ASV450,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_cyanobacterium,ASV450,fSyn18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709849,0,0.001558673,0.003441156,0.005408654,0.001001431,0,0.002840909,0.000792079,0.005657709,0,0,0,0,0,0,0,0,0,0.00145584,0.00542659,0.002175368,0.003796667,ASV450
ASV540,429970c55f4b6075183638b9be901f48,ASV540,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV540,fSyn17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002055498,0,0.003355001,0,0.000964506,0.001592779,0,0,0.005263158,0.001336005,0.003899977,0.002804487,0.001716738,0,0,0,0,0,0,0,0,0,0.001770766,0.001802524,0.003477051,0.001967448,0.00097056,0.001356648,0.001338688,0.001687408,ASV540
ASV55,05aeaed14d7f1c185cbd25f39c1031de,ASV55,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,g__Synechococcus_CC9902 Genus,ASV55,mSyn6,0.005391725,0.003058104,0.024536293,0.023562786,0.007546642,0.011413115,0.009582133,0.01270473,0.049552851,0.047263682,0.041782584,0.03394293,0.007223856,0.010445085,0.004655778,0.006223206,0.017985182,0.015066702,0.00859582,0.01577632,0.025371775,0.020802853,0.00341006,0.007533059,0.002145101,0.002099423,0.028250473,0.032028279,0.013727989,0.024291293,0.017047203,0.016923693,0.005208333,0.004301787,0.016231739,0.010747282,0.027742975,0.023433954,0.027203723,0.027474151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV55
ASV6,00acd7c50b7ee290bbeb7acb63f297e9,ASV6,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV6,fSyn16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002516251,0.00211342,0.001350309,0.001592779,0,0.000354925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001205909,0.001171352,0.001687408,ASV6
ASV608,4b6550ec1f18964c8110c45fdffcf0b4,ASV608,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV608,mSyn5,0.003851232,0,0.009493209,0.011868234,0.007896024,0.007058979,0.01037464,0.014388489,0.004031667,0.004803568,0.005511522,0.005906212,0.014783704,0.014654299,0.013204091,0.015143134,0.011472275,0.005545383,0.003826906,0.008382797,0.020940819,0.011933065,0.001989201,0.003631043,0,0,0.006061617,0.005463018,0.005329008,0.005324814,0.005600345,0.003004206,0,0,0.005681109,0.005216517,0.004116699,0.003290967,0.004820212,0.006144756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV608
ASV611,4bf47803f147f9c8bbd127ebb3dc0a5b,ASV611,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_marine,ASV611,fSyn15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004822814,0,0.002121914,0,0,0.003016859,0.003157895,0.001336005,0.002523515,0.003004808,0,0,0,0,0.00202061,0,0,0,0,0,0,0,0,0,0,0.010250226,0,0.002742038,ASV611
ASV640,4f9c44bcffd54c92da35a398419a86af,ASV640,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV640,fSyn14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001064774,0,0.001558673,0.005964671,0.010616987,0.02360515,0.016169783,0.032252674,0.011089109,0.007678319,0,0,0,0,0,0.000321958,0,0,0,0,0.004522159,0.001171352,0.002742038,ASV640
ASV65,0732427a8c719daa255d8272fa67da93,ASV65,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,g__Synechococcus_CC9902 Genus,ASV65,mSyn4,0.009022887,0.004667632,0.039579378,0.040467782,0.015302914,0.016954743,0.014985591,0.020281647,0.068245125,0.058843712,0.059366962,0.054507934,0.01150777,0.013874815,0.004655778,0.009196515,0.027246654,0.02045514,0.010597586,0.018900344,0.041881639,0.039731163,0.004319409,0.01300672,0.002374933,0.003074155,0.0448226,0.052059343,0.021316033,0.042142096,0.031694258,0.024434208,0.008109177,0.009530113,0.028780122,0.019923323,0.04981803,0.053960508,0.050750734,0.057843427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV65
ASV673,543bf3dd23ae424584f2ce31636415e4,ASV673,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV673,fSyn13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000887311,0,0.00178134,0.007570544,0.006209936,0.019456366,0.007579586,0.029244652,0.01009901,0.00788038,0.017186952,0,0,0,0,0,0,0,0,0,0.002713295,0.001171352,0.00210926,ASV673
ASV710,585a9b781d5fc7be0955d577d23d0908,ASV710,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV710,fSyn12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079639,0.001720324,0,0,0.002004008,0.004817619,0.001201923,0.002575107,0,0,0,0,0,0,0,0,0,0,0,0,0.000715436,0,0.000904432,0.001171352,0,ASV710
ASV713,58d0e574614f13fccd23e9a6ee31172d,ASV713,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV713,fSyn11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419375,0,0.000771605,0.000265463,0,0.001242236,0.003157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001201682,0,0.001430871,0.002588159,0,0.00251004,0,ASV713
ASV743,5beed7773c6e8d0c50bf903d9838835c,ASV743,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV743,fSyn10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.001858243,0,0.006743567,0,0.003117346,0.008947006,0.017227564,0.007153076,0.00884285,0.011530749,0.005148515,0.011517478,0,0,0,0,0,0,0,0.001738526,0.000894294,0.00145584,0.02396744,0.004518072,0.011600928,ASV743
ASV753,5ce57c51a78d94aad9fd73b983aadb5e,ASV753,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV753,fSyn9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002466598,0,0,0,0.003279321,0,0,0.003371783,0.008421053,0.001336005,0.00573526,0.008413462,0.003147353,0.004042446,0.006684492,0.002772277,0.002828854,0.031567871,0,0,0,0,0.003058596,0,0,0,0,0.003165511,0.002677376,0.003585741,ASV753
ASV768,5ef40173ce4e508edaa0438d8865b338,ASV768,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV768,fSyn8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020555,0,0,0,0.002314815,0.002654632,0,0.008340728,0,0.004898686,0.009176417,0.015424679,0.008726753,0.009095503,0.016377005,0.007722772,0.018589614,0,0,0.013691417,0,0,0,0,0.001738526,0.001252012,0.003073439,0.027735906,0.004852744,0.01307741,ASV768
ASV770,5f0473eeeab27efe87e03b39c2950169,ASV770,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV770,fSyn7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001592779,0,0.004081633,0,0.00178134,0.00550585,0.006810897,0.003147353,0.003284487,0.004512032,0.001386139,0.005657709,0,0,0,0,0,0,0,0.001912378,0.001252012,0.00145584,0.011456135,0.002844712,0.005905927,ASV770
ASV774,5f754b9ccc11214de0064277eb31fbae,ASV774,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV774,fSyn6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001064774,0,0.001113338,0.007111723,0.010016026,0.019170243,0.016927741,0.028241979,0.01009901,0.006870075,0,0,0,0,0.00250941,0.000482936,0,0,0,0,0.002261079,0.00083668,0.001476482,ASV774
ASV838,66915a519f53fdb0f2932c1560a3fe4f,ASV838,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV838,fSyn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000629063,0,0.000385802,0.001327316,0,0,0.001052632,0,0,0,0.001287554,0,0,0,0,0,0,0,0,0,0.000160979,0,0.003129346,0,0.002911679,0.001658125,0,0,ASV838
ASV872,6b8b747ba2ba0e1adf6d67b71474fe70,ASV872,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV872,fSyn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001438849,0,0,0,0.000578704,0.001592779,0,0.007275954,0,0.005121354,0.008488185,0.012219551,0.005579399,0.006063669,0.012867647,0.004752475,0.013538089,0.016485444,0.002069441,0,0,0,0,0,0.002433936,0.00160973,0.002588159,0.020500452,0.00334672,0.009702594,ASV872
ASV882,6ccfabebf2ccb9973b576c548e623249,ASV882,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,g__Cyanobium_PCC-6307 Genus,ASV882,fSyn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004403439,0.005635787,0.00308642,0.003716485,0,0.001952085,0,0,0.00022941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105517,0,0.000632778,ASV882
ASV901,6edc8842733dc2dae846aba76e6c7bc3,ASV901,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV901,fSyn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001467813,0,0.002507716,0.003185559,0,0,0,0.003340013,0.004358798,0.002003205,0.001287554,0,0,0,0,0,0,0,0,0,0.007083065,0,0,0,0,0.000452216,0,0,ASV901
ASV932,72e0250cfbe09ed35408f062c1687ac9,ASV932,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,f__Cyanobiaceae Family,f__Cyanobiaceae Family,ASV932,mSyn2,0.001320423,0,0.018913393,0.019452324,0.012228356,0.019527642,0.018299712,0.036813103,0.001979182,0.002316006,0.006193901,0.005052302,0.016799664,0.023618365,0.014959548,0.027243811,0.001314532,0.002668062,0.001942891,0.00390503,0.002306525,0.001737381,0.002159704,0.001083893,0,0,0.001501502,0.001553211,0.003127896,0.0012171,0.002830943,0.002002804,0.001120781,0.001257445,0.001498314,0.002136886,0.001849532,0.001361779,0.001551332,0.002717873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV932
ASV953,74b4a28236f841d279ae696ff37cc811,ASV953,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV953,fSyn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709849,0,0.001558673,0.010094058,0.008413462,0.029756795,0.016169783,0.036430481,0.015049505,0.008688624,0,0,0,0,0.005018821,0.000643915,0,0,0,0,0.006029545,0.00167336,0.002742038,ASV953
ASV983,7992cc17f180ddc6bc2b8e07340369e8,ASV983,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,g__Synechococcus_CC9902 Genus,ASV983,mSyn1,0.008472711,0.007564784,0.045275303,0.045099288,0.016281182,0.018406122,0.015850144,0.026251339,0.088623369,0.078572654,0.069445173,0.064256742,0.014699706,0.018084028,0.006105938,0.011824091,0.038778681,0.027151452,0.016073006,0.033531188,0.049954476,0.043663131,0.00511509,0.014524171,0.002757987,0.003973907,0.049938828,0.059450485,0.028556534,0.045894822,0.038340821,0.025836171,0.011537447,0.009199206,0.033275066,0.026145434,0.051786886,0.049818429,0.053133138,0.059970458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Source,,E-value,Percent ID,Acc.len,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KF917899.1 Uncultured bacterium clone G16-43 16S ribosomal RNA gene, partial sequence",,,,,,,,,,,bSyn3-b1,Shrimp pond,,0,99.52%,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GQ413490.1 Uncultured bacterium clone 1NTfc10_G12 16S ribosomal RNA gene, partial sequence",,,,,,,,,,,bSyn3-b2,Coral exposed to fish farm effulent,,0,99.52%,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KR077633.1 Uncultured bacterium clone su109 16S ribosomal RNA gene, partial sequence",,,,,,,,,,,bSyn3-b3,sea water,,0,99.27%,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
">KF973031.1 Uncultured bacterium clone D11-77 16S ribosomal RNA gene, partial sequence",,,,,,,,,,,bSyn4-b1,Shrimp pond,,0,99.75%,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uncultured bacterium clone 29bk62 16S ribosomal RNA gene, partial",,,,,,,,,,,bSyn2-b1,Bazega reservoir (FW),,0,98.55%,544,maybe remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uncultured bacterium clone G16-43 16S ribosomal RNA gene, partial sequence",,,,,,,,,,,bSyn1-b1,Shrimp pond,,0,99.27%,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uncultured bacterium clone 1NTfc10_G12 16S ribosomal RNA gene, partial sequence",,,,,,,,,,,bSyn1-b2,Coral exposed to fish farm effulent,,0,99.27%,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AB703744.1 Uncultured Prochlorococcus sp. gene for 16S rRNA, partial sequence, clone: MW_147m_02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
